,date,method,class_1,class_2,class_3,class_4
1756,5/27/2021,Hist Prev (4),0,6,0,17
1757,5/27/2021,Individual,0,0,0,41
1758,5/27/2021,PET (20),3,1,0,16
1759,5/27/2021,PET (4),3,4,0,16
1760,5/27/2021,tOPS,0,2,0,16
1761,5/28/2021,Fixed (20),0,2,25,160
1762,5/28/2021,Fixed (4),0,6,16,161
1763,5/28/2021,Hist Prev (20),0,6,16,161
1764,5/28/2021,Hist Prev (4),0,6,16,161
1765,5/28/2021,Individual,0,0,0,185
1766,5/28/2021,PET (20),3,4,15,161
1767,5/28/2021,PET (4),3,4,15,161
1768,5/28/2021,tOPS,0,8,15,161
1769,6/1/2021,Fixed (20),0,2,0,62
1770,6/1/2021,Fixed (4),0,10,0,62
1771,6/1/2021,Hist Prev (20),0,5,0,62
1772,6/1/2021,Hist Prev (4),0,10,0,62
1773,6/1/2021,Individual,0,0,0,102
1774,6/1/2021,PET (20),4,1,0,61
1775,6/1/2021,PET (4),4,7,0,62
1776,6/1/2021,tOPS,0,2,0,62
1777,6/2/2021,Fixed (20),0,0,0,45
1778,6/2/2021,Fixed (4),0,0,0,45
1779,6/2/2021,Hist Prev (20),0,0,0,45
1780,6/2/2021,Hist Prev (4),0,0,0,45
1781,6/2/2021,Individual,0,0,0,45
1782,6/2/2021,PET (20),0,0,0,45
1783,6/2/2021,PET (4),0,0,0,45
1784,6/2/2021,tOPS,0,0,0,45
1785,6/3/2021,Fixed (20),0,2,0,19
1786,6/3/2021,Fixed (4),0,10,0,19
1787,6/3/2021,Hist Prev (20),0,13,0,20
1788,6/3/2021,Hist Prev (4),0,13,0,20
1789,6/3/2021,Individual,0,0,0,59
1790,6/3/2021,PET (20),4,1,0,19
1791,6/3/2021,PET (4),4,7,0,19
1792,6/3/2021,tOPS,0,2,0,19
1793,6/4/2021,Fixed (20),0,0,0,78
1794,6/4/2021,Fixed (4),0,0,0,78
1795,6/4/2021,Hist Prev (20),0,0,0,78
1796,6/4/2021,Hist Prev (4),0,0,0,78
1797,6/4/2021,Individual,0,0,0,78
1798,6/4/2021,PET (20),0,0,0,78
1799,6/4/2021,PET (4),0,0,0,78
1800,6/4/2021,tOPS,0,0,0,78
1801,6/7/2021,Fixed (20),0,0,0,30
1802,6/7/2021,Fixed (4),0,0,0,30
1803,6/7/2021,Hist Prev (20),0,0,0,30
1804,6/7/2021,Hist Prev (4),0,0,0,30
1805,6/7/2021,Individual,0,0,0,30
1806,6/7/2021,PET (20),0,0,0,30
1807,6/7/2021,PET (4),0,0,0,30
1808,6/7/2021,tOPS,0,0,0,30
1809,6/8/2021,Fixed (20),0,6,40,22
1810,6/8/2021,Fixed (4),0,22,8,22
1811,6/8/2021,Hist Prev (20),0,17,12,22
1812,6/8/2021,Hist Prev (4),0,22,8,22
1813,6/8/2021,Individual,0,0,0,109
1814,6/8/2021,PET (20),8,2,6,22
1815,6/8/2021,PET (4),8,15,8,22
1816,6/8/2021,tOPS,0,13,14,23
1817,6/9/2021,Fixed (20),0,2,0,17
1818,6/9/2021,Fixed (4),0,10,0,17
1819,6/9/2021,Hist Prev (20),0,5,0,17
1820,6/9/2021,Hist Prev (4),0,10,0,17
1821,6/9/2021,Individual,0,0,0,55
1822,6/9/2021,PET (20),4,1,0,17
1823,6/9/2021,PET (4),4,6,0,17
1824,6/9/2021,tOPS,0,2,0,17
1825,6/10/2021,Fixed (20),0,3,0,45
1826,6/10/2021,Fixed (4),0,11,0,45
1827,6/10/2021,Hist Prev (20),0,6,0,45
1828,6/10/2021,Hist Prev (4),0,11,0,45
1829,6/10/2021,Individual,0,0,0,87
1830,6/10/2021,PET (20),4,1,0,45
1831,6/10/2021,PET (4),4,7,0,45
1832,6/10/2021,tOPS,0,3,0,45
1833,6/11/2021,Fixed (20),0,0,0,37
1834,6/11/2021,Fixed (4),0,0,0,37
1835,6/11/2021,Hist Prev (20),0,0,0,37
1836,6/11/2021,Hist Prev (4),0,0,0,37
1837,6/11/2021,Individual,0,0,0,37
1838,6/11/2021,PET (20),0,0,0,37
1839,6/11/2021,PET (4),0,0,0,37
1840,6/11/2021,tOPS,0,0,0,37
1841,6/14/2021,Fixed (20),0,0,0,20
1842,6/14/2021,Fixed (4),0,0,0,20
1843,6/14/2021,Hist Prev (20),0,0,0,20
1844,6/14/2021,Hist Prev (4),0,0,0,20
1845,6/14/2021,Individual,0,0,0,20
1846,6/14/2021,PET (20),0,0,0,20
1847,6/14/2021,PET (4),0,0,0,20
1848,6/14/2021,tOPS,0,0,0,20
1849,6/15/2021,Fixed (20),0,4,0,36
1850,6/15/2021,Fixed (4),0,20,0,36
1851,6/15/2021,Hist Prev (20),0,15,0,36
1852,6/15/2021,Hist Prev (4),0,20,0,36
1853,6/15/2021,Individual,0,0,0,114
1854,6/15/2021,PET (20),8,2,0,36
1855,6/15/2021,PET (4),8,13,0,36
1856,6/15/2021,tOPS,0,4,0,36
1857,6/16/2021,Fixed (20),0,0,0,12
1858,6/16/2021,Fixed (4),0,0,0,12
1859,6/16/2021,Hist Prev (20),0,0,0,12
1860,6/16/2021,Hist Prev (4),0,0,0,12
1861,6/16/2021,Individual,0,0,0,12
1862,6/16/2021,PET (20),0,0,0,12
1863,6/16/2021,PET (4),0,0,0,12
1864,6/16/2021,tOPS,0,0,0,12
1865,6/17/2021,Fixed (20),0,0,0,35
1866,6/17/2021,Fixed (4),0,0,0,35
1867,6/17/2021,Hist Prev (20),0,0,0,35
1868,6/17/2021,Hist Prev (4),0,0,0,35
1869,6/17/2021,Individual,0,0,0,35
1870,6/17/2021,PET (20),0,0,0,35
1871,6/17/2021,PET (4),0,0,0,35
1872,6/17/2021,tOPS,0,0,0,35
1873,6/21/2021,Fixed (20),0,0,0,40
1874,6/21/2021,Fixed (4),0,0,0,40
1875,6/21/2021,Hist Prev (20),0,0,0,40
1876,6/21/2021,Hist Prev (4),0,0,0,40
1877,6/21/2021,Individual,0,0,0,40
1878,6/21/2021,PET (20),0,0,0,40
1879,6/21/2021,PET (4),0,0,0,40
1880,6/21/2021,tOPS,0,0,0,40
1881,6/22/2021,Fixed (20),0,2,0,51
1882,6/22/2021,Fixed (4),0,8,0,52
1883,6/22/2021,Hist Prev (20),0,4,0,52
1884,6/22/2021,Hist Prev (4),0,8,0,52
1885,6/22/2021,Individual,0,0,0,84
1886,6/22/2021,PET (20),3,1,0,51
1887,6/22/2021,PET (4),3,6,0,51
1888,6/22/2021,tOPS,0,2,0,51
1889,6/23/2021,Fixed (20),0,3,0,31
1890,6/23/2021,Fixed (4),0,11,0,31
1891,6/23/2021,Hist Prev (20),0,11,0,31
1892,6/23/2021,Hist Prev (4),0,11,0,31
1893,6/23/2021,Individual,0,0,0,74
1894,6/23/2021,PET (20),4,1,0,31
1895,6/23/2021,PET (4),4,7,0,31
1896,6/23/2021,tOPS,0,3,0,31
1897,6/24/2021,Fixed (20),0,2,0,16
1898,6/24/2021,Fixed (4),0,8,0,16
1899,6/24/2021,Hist Prev (20),0,4,0,16
1900,6/24/2021,Hist Prev (4),0,8,0,16
1901,6/24/2021,Individual,0,0,0,47
1902,6/24/2021,PET (20),3,1,0,16
1903,6/24/2021,PET (4),3,5,0,16
1904,6/24/2021,tOPS,0,2,0,16
1905,6/25/2021,Fixed (20),0,13,0,38
1906,6/25/2021,Fixed (4),0,58,0,39
1907,6/25/2021,Hist Prev (20),0,52,0,38
1908,6/25/2021,Hist Prev (4),0,58,0,39
1909,6/25/2021,Individual,0,0,0,271
1910,6/25/2021,PET (20),20,7,0,38
1911,6/25/2021,PET (4),20,42,0,38
1912,6/25/2021,tOPS,0,13,0,38
1913,6/28/2021,Fixed (20),0,0,0,167
1914,6/28/2021,Fixed (4),0,0,0,167
1915,6/28/2021,Hist Prev (20),0,0,0,167
1916,6/28/2021,Hist Prev (4),0,0,0,167
1917,6/28/2021,Individual,0,0,0,167
1918,6/28/2021,PET (20),0,0,0,167
1919,6/28/2021,PET (4),0,0,0,167
1920,6/28/2021,tOPS,0,0,0,167
1921,6/29/2021,Fixed (20),0,2,0,40
1922,6/29/2021,Fixed (4),0,8,0,40
1923,6/29/2021,Hist Prev (20),0,4,0,40
1924,6/29/2021,Hist Prev (4),0,8,0,40
1925,6/29/2021,Individual,0,0,0,72
1926,6/29/2021,PET (20),3,1,0,40
1927,6/29/2021,PET (4),3,5,0,40
1928,6/29/2021,tOPS,0,2,0,40
1929,6/30/2021,Fixed (20),0,0,0,35
1930,6/30/2021,Fixed (4),0,0,0,35
1931,6/30/2021,Hist Prev (20),0,0,0,35
1932,6/30/2021,Hist Prev (4),0,0,0,35
1933,6/30/2021,Individual,0,0,0,35
1934,6/30/2021,PET (20),0,0,0,35
1935,6/30/2021,PET (4),0,0,0,35
1936,6/30/2021,tOPS,0,0,0,35
1937,7/1/2021,Fixed (20),0,0,0,28
1938,7/1/2021,Fixed (4),0,0,0,28
1939,7/1/2021,Hist Prev (20),0,0,0,28
1940,7/1/2021,Hist Prev (4),0,0,0,28
1941,7/1/2021,Individual,0,0,0,28
1942,7/1/2021,PET (20),0,0,0,28
1943,7/1/2021,PET (4),0,0,0,28
1944,7/1/2021,tOPS,0,0,0,28
1945,7/2/2021,Fixed (20),0,0,0,67
1946,7/2/2021,Fixed (4),0,0,0,67
1947,7/2/2021,Hist Prev (20),0,0,0,67
1948,7/2/2021,Hist Prev (4),0,0,0,67
1949,7/2/2021,Individual,0,0,0,67
1950,7/2/2021,PET (20),0,0,0,67
1951,7/2/2021,PET (4),0,0,0,67
1952,7/2/2021,tOPS,0,0,0,67
1953,7/6/2021,Fixed (20),0,0,0,36
1954,7/6/2021,Fixed (4),0,0,0,36
1955,7/6/2021,Hist Prev (20),0,0,0,36
1956,7/6/2021,Hist Prev (4),0,0,0,36
1957,7/6/2021,Individual,0,0,0,36
1958,7/6/2021,PET (20),0,0,0,36
1959,7/6/2021,PET (4),0,0,0,36
1960,7/6/2021,tOPS,0,0,0,36
1961,7/7/2021,Fixed (20),0,2,0,25
1962,7/7/2021,Fixed (4),0,9,0,25
1963,7/7/2021,Hist Prev (20),0,5,0,25
1964,7/7/2021,Hist Prev (4),0,9,0,25
1965,7/7/2021,Individual,0,0,0,60
1966,7/7/2021,PET (20),3,1,0,25
1967,7/7/2021,PET (4),3,6,0,25
1968,7/7/2021,tOPS,0,2,0,25
1969,7/8/2021,Fixed (20),0,2,20,85
1970,7/8/2021,Fixed (4),0,7,8,85
1971,7/8/2021,Hist Prev (20),0,4,16,85
1972,7/8/2021,Hist Prev (4),0,7,8,85
1973,7/8/2021,Individual,0,0,0,111
1974,7/8/2021,PET (20),3,4,7,86
1975,7/8/2021,PET (4),3,4,7,86
1976,7/8/2021,tOPS,0,2,20,85
1977,7/9/2021,Fixed (20),0,2,0,33
1978,7/9/2021,Fixed (4),0,7,0,33
1979,7/9/2021,Hist Prev (20),0,4,0,33
1980,7/9/2021,Hist Prev (4),0,7,0,33
1981,7/9/2021,Individual,0,0,0,61
1982,7/9/2021,PET (20),3,1,0,33
1983,7/9/2021,PET (4),3,4,0,33
1984,7/9/2021,tOPS,0,2,0,33
1985,7/12/2021,Fixed (20),0,0,0,35
1986,7/12/2021,Fixed (4),0,0,0,35
1987,7/12/2021,Hist Prev (20),0,0,0,35
1988,7/12/2021,Hist Prev (4),0,0,0,35
1989,7/12/2021,Individual,0,0,0,35
1990,7/12/2021,PET (20),0,0,0,35
1991,7/12/2021,PET (4),0,0,0,35
1992,7/12/2021,tOPS,0,0,0,35
1993,7/13/2021,Fixed (20),0,5,0,26
1994,7/13/2021,Fixed (4),0,24,0,26
1995,7/13/2021,Hist Prev (20),0,17,0,26
1996,7/13/2021,Hist Prev (4),0,24,0,26
1997,7/13/2021,Individual,0,0,0,122
1998,7/13/2021,PET (20),9,3,0,26
1999,7/13/2021,PET (4),9,17,0,27
2000,7/13/2021,tOPS,0,5,0,26
2001,7/14/2021,Fixed (20),0,0,0,39
2002,7/14/2021,Fixed (4),0,0,0,39
2003,7/14/2021,Hist Prev (20),0,0,0,39
2004,7/14/2021,Hist Prev (4),0,0,0,39
2005,7/14/2021,Individual,0,0,0,39
2006,7/14/2021,PET (20),0,0,0,39
2007,7/14/2021,PET (4),0,0,0,39
2008,7/14/2021,tOPS,0,0,0,39
2009,7/15/2021,Fixed (20),0,0,0,58
2010,7/15/2021,Fixed (4),0,0,0,58
2011,7/15/2021,Hist Prev (20),0,0,0,58
2012,7/15/2021,Hist Prev (4),0,0,0,58
2013,7/15/2021,Individual,0,0,0,58
2014,7/15/2021,PET (20),0,0,0,58
2015,7/15/2021,PET (4),0,0,0,58
2016,7/15/2021,tOPS,0,0,0,58
2017,7/16/2021,Fixed (20),0,0,0,28
2018,7/16/2021,Fixed (4),0,0,0,28
2019,7/16/2021,Hist Prev (20),0,0,0,28
2020,7/16/2021,Hist Prev (4),0,0,0,28
2021,7/16/2021,Individual,0,0,0,28
2022,7/16/2021,PET (20),0,0,0,28
2023,7/16/2021,PET (4),0,0,0,28
2024,7/16/2021,tOPS,0,0,0,28
2025,7/19/2021,Fixed (20),0,0,0,31
2026,7/19/2021,Fixed (4),0,0,0,31
2027,7/19/2021,Hist Prev (20),0,0,0,31
2028,7/19/2021,Hist Prev (4),0,0,0,31
2029,7/19/2021,Individual,0,0,0,31
2030,7/19/2021,PET (20),0,0,0,31
2031,7/19/2021,PET (4),0,0,0,31
2032,7/19/2021,tOPS,0,0,0,31
2033,7/20/2021,Fixed (20),0,4,20,28
2034,7/20/2021,Fixed (4),0,16,4,28
2035,7/20/2021,Hist Prev (20),0,13,4,28
2036,7/20/2021,Hist Prev (4),0,16,4,28
2037,7/20/2021,Individual,0,0,0,91
2038,7/20/2021,PET (20),6,2,20,28
2039,7/20/2021,PET (4),6,10,4,28
2040,7/20/2021,tOPS,0,7,7,29
2041,7/21/2021,Fixed (20),0,4,40,25
2042,7/21/2021,Fixed (4),0,16,12,25
2043,7/21/2021,Hist Prev (20),0,8,23,25
2044,7/21/2021,Hist Prev (4),0,16,12,25
2045,7/21/2021,Individual,0,0,0,88
2046,7/21/2021,PET (20),6,9,13,25
2047,7/21/2021,PET (4),6,11,11,26
2048,7/21/2021,tOPS,0,4,40,25
2049,7/22/2021,Fixed (20),0,2,0,28
2050,7/22/2021,Fixed (4),0,8,0,28
2051,7/22/2021,Hist Prev (20),0,4,0,28
2052,7/22/2021,Hist Prev (4),0,8,0,28
2053,7/22/2021,Individual,0,0,0,59
2054,7/22/2021,PET (20),3,1,0,28
2055,7/22/2021,PET (4),3,5,0,28
2056,7/22/2021,tOPS,0,2,0,28
2057,7/23/2021,Fixed (20),0,0,0,123
2058,7/23/2021,Fixed (4),0,0,0,123
2059,7/23/2021,Hist Prev (20),0,0,0,123
2060,7/23/2021,Hist Prev (4),0,0,0,123
2061,7/23/2021,Individual,0,0,0,123
2062,7/23/2021,PET (20),0,0,0,123
2063,7/23/2021,PET (4),0,0,0,123
2064,7/23/2021,tOPS,0,0,0,123
2065,7/26/2021,Fixed (20),0,0,0,28
2066,7/26/2021,Fixed (4),0,0,0,28
2067,7/26/2021,Hist Prev (20),0,0,0,28
2068,7/26/2021,Hist Prev (4),0,0,0,28
2069,7/26/2021,Individual,0,0,0,28
2070,7/26/2021,PET (20),0,0,0,28
2071,7/26/2021,PET (4),0,0,0,28
2072,7/26/2021,tOPS,0,0,0,28
2073,7/27/2021,Fixed (20),0,4,57,50
2074,7/27/2021,Fixed (4),0,17,16,52
2075,7/27/2021,Hist Prev (20),0,13,20,52
2076,7/27/2021,Hist Prev (4),0,17,16,52
2077,7/27/2021,Individual,0,0,0,120
2078,7/27/2021,PET (20),7,7,31,51
2079,7/27/2021,PET (4),7,12,15,51
2080,7/27/2021,tOPS,0,11,32,51
2081,7/28/2021,Fixed (20),0,0,0,742
2082,7/28/2021,Fixed (4),0,0,0,742
2083,7/28/2021,Hist Prev (20),0,0,0,742
2084,7/28/2021,Hist Prev (4),0,0,0,742
2085,7/28/2021,Individual,0,0,0,742
2086,7/28/2021,PET (20),0,0,0,742
2087,7/28/2021,PET (4),0,0,0,742
2088,7/28/2021,tOPS,0,0,0,742
2089,7/29/2021,Fixed (20),0,0,0,151
2090,7/29/2021,Fixed (4),0,0,0,151
2091,7/29/2021,Hist Prev (20),0,0,0,151
2092,7/29/2021,Hist Prev (4),0,0,0,151
2093,7/29/2021,Individual,0,0,0,151
2094,7/29/2021,PET (20),0,0,0,151
2095,7/29/2021,PET (4),0,0,0,151
2096,7/29/2021,tOPS,0,0,0,151
2097,7/30/2021,Fixed (20),0,0,0,138
2098,7/30/2021,Fixed (4),0,0,0,138
2099,7/30/2021,Hist Prev (20),0,0,0,138
2100,7/30/2021,Hist Prev (4),0,0,0,138
2101,7/30/2021,Individual,0,0,0,138
2102,7/30/2021,PET (20),0,0,0,138
2103,7/30/2021,PET (4),0,0,0,138
2104,7/30/2021,tOPS,0,0,0,138
2105,8/2/2021,Fixed (20),0,0,0,21
2106,8/2/2021,Fixed (4),0,0,0,21
2107,8/2/2021,Hist Prev (20),0,0,0,21
2108,8/2/2021,Hist Prev (4),0,0,0,21
2109,8/2/2021,Individual,0,0,0,21
2110,8/2/2021,PET (20),0,0,0,21
2111,8/2/2021,PET (4),0,0,0,21
2112,8/2/2021,tOPS,0,0,0,21
2113,8/3/2021,Fixed (20),0,3,39,119
2114,8/3/2021,Fixed (4),0,15,8,119
2115,8/3/2021,Hist Prev (20),0,15,8,119
2116,8/3/2021,Hist Prev (4),0,15,8,119
2117,8/3/2021,Individual,0,0,0,178
2118,8/3/2021,PET (20),5,2,20,119
2119,8/3/2021,PET (4),5,11,8,119
2120,8/3/2021,tOPS,0,10,12,119
2121,8/4/2021,Fixed (20),0,2,0,37
2122,8/4/2021,Fixed (4),0,8,0,37
2123,8/4/2021,Hist Prev (20),0,4,0,37
2124,8/4/2021,Hist Prev (4),0,8,0,37
2125,8/4/2021,Individual,0,0,0,68
2126,8/4/2021,PET (20),3,1,0,37
2127,8/4/2021,PET (4),3,5,0,37
2128,8/4/2021,tOPS,0,2,0,37
2129,8/5/2021,Fixed (20),0,2,0,154
2130,8/5/2021,Fixed (4),0,7,0,154
2131,8/5/2021,Hist Prev (20),0,4,0,154
2132,8/5/2021,Hist Prev (4),0,7,0,154
2133,8/5/2021,Individual,0,0,0,182
2134,8/5/2021,PET (20),3,1,0,154
2135,8/5/2021,PET (4),3,4,0,154
2136,8/5/2021,tOPS,0,2,0,154
2137,8/6/2021,Fixed (20),0,2,0,115
2138,8/6/2021,Fixed (4),0,10,0,115
2139,8/6/2021,Hist Prev (20),0,5,0,115
2140,8/6/2021,Hist Prev (4),0,10,0,115
2141,8/6/2021,Individual,0,0,0,153
2142,8/6/2021,PET (20),4,1,0,115
2143,8/6/2021,PET (4),4,6,0,115
2144,8/6/2021,tOPS,0,2,0,115
2145,8/9/2021,Fixed (20),0,4,78,44
2146,8/9/2021,Fixed (4),0,20,28,44
2147,8/9/2021,Hist Prev (20),0,20,28,44
2148,8/9/2021,Hist Prev (4),0,20,28,44
2149,8/9/2021,Individual,0,0,0,122
2150,8/9/2021,PET (20),7,14,26,44
2151,8/9/2021,PET (4),7,14,24,45
2152,8/9/2021,tOPS,0,20,28,44
2153,8/10/2021,Fixed (20),0,6,48,35
2154,8/10/2021,Fixed (4),0,25,28,35
2155,8/10/2021,Hist Prev (20),0,15,33,35
2156,8/10/2021,Hist Prev (4),0,25,28,35
2157,8/10/2021,Individual,0,0,0,133
2158,8/10/2021,PET (20),9,6,38,36
2159,8/10/2021,PET (4),9,17,22,36
2160,8/10/2021,tOPS,0,17,27,36
2161,8/11/2021,Fixed (20),0,2,0,146
2162,8/11/2021,Fixed (4),0,6,0,147
2163,8/11/2021,Hist Prev (20),0,3,0,146
2164,8/11/2021,Hist Prev (4),0,6,0,147
2165,8/11/2021,Individual,0,0,0,171
2166,8/11/2021,PET (20),3,1,0,146
2167,8/11/2021,PET (4),3,4,0,146
2168,8/11/2021,tOPS,0,2,0,146
2169,8/12/2021,Fixed (20),0,7,0,191
2170,8/12/2021,Fixed (4),0,33,0,191
2171,8/12/2021,Hist Prev (20),0,15,0,191
2172,8/12/2021,Hist Prev (4),0,33,0,191
2173,8/12/2021,Individual,0,0,0,322
2174,8/12/2021,PET (20),11,4,0,191
2175,8/12/2021,PET (4),11,24,0,191
2176,8/12/2021,tOPS,0,7,0,191
2177,8/13/2021,Fixed (20),0,5,85,193
2178,8/13/2021,Fixed (4),0,21,52,194
2179,8/13/2021,Hist Prev (20),0,21,52,194
2180,8/13/2021,Hist Prev (4),0,21,52,194
2181,8/13/2021,Individual,0,0,0,278
2182,8/13/2021,PET (20),8,15,42,194
2183,8/13/2021,PET (4),8,15,39,194
2184,8/13/2021,tOPS,0,25,45,195
2185,8/16/2021,Fixed (20),0,0,0,83
2186,8/16/2021,Fixed (4),0,0,0,83
2187,8/16/2021,Hist Prev (20),0,0,0,83
2188,8/16/2021,Hist Prev (4),0,0,0,83
2189,8/16/2021,Individual,0,0,0,83
2190,8/16/2021,PET (20),0,0,0,83
2191,8/16/2021,PET (4),0,0,0,83
2192,8/16/2021,tOPS,0,0,0,83
2193,8/17/2021,Fixed (20),0,8,20,95
2194,8/17/2021,Fixed (4),0,37,4,95
2195,8/17/2021,Hist Prev (20),0,17,9,95
2196,8/17/2021,Hist Prev (4),0,37,4,95
2197,8/17/2021,Individual,0,0,0,242
2198,8/17/2021,PET (20),13,5,20,95
2199,8/17/2021,PET (4),13,27,4,95
2200,8/17/2021,tOPS,0,12,13,95
2201,8/18/2021,Fixed (20),0,4,0,144
2202,8/18/2021,Fixed (4),0,17,0,144
2203,8/18/2021,Hist Prev (20),0,8,0,144
2204,8/18/2021,Hist Prev (4),0,17,0,144
2205,8/18/2021,Individual,0,0,0,210
2206,8/18/2021,PET (20),6,2,0,144
2207,8/18/2021,PET (4),6,12,0,144
2208,8/18/2021,tOPS,0,4,0,144
2209,8/19/2021,Fixed (20),0,3,0,77
2210,8/19/2021,Fixed (4),0,14,0,78
2211,8/19/2021,Hist Prev (20),0,7,0,77
2212,8/19/2021,Hist Prev (4),0,14,0,78
2213,8/19/2021,Individual,0,0,0,134
2214,8/19/2021,PET (20),5,2,0,77
2215,8/19/2021,PET (4),5,10,0,77
2216,8/19/2021,tOPS,0,3,0,77
2217,8/20/2021,Fixed (20),0,7,51,198
2218,8/20/2021,Fixed (4),0,30,19,199
2219,8/20/2021,Hist Prev (20),0,21,19,198
2220,8/20/2021,Hist Prev (4),0,30,19,199
2221,8/20/2021,Individual,0,0,0,318
2222,8/20/2021,PET (20),11,11,15,198
2223,8/20/2021,PET (4),11,21,15,198
2224,8/20/2021,tOPS,0,13,24,198
2225,8/23/2021,Fixed (20),0,4,0,80
2226,8/23/2021,Fixed (4),0,18,0,81
2227,8/23/2021,Hist Prev (20),0,8,0,81
2228,8/23/2021,Hist Prev (4),0,18,0,81
2229,8/23/2021,Individual,0,0,0,153
2230,8/23/2021,PET (20),7,2,0,80
2231,8/23/2021,PET (4),7,13,0,80
2232,8/23/2021,tOPS,0,4,0,80
2233,8/24/2021,Fixed (20),0,25,110,79
2234,8/24/2021,Fixed (4),0,119,30,79
2235,8/24/2021,Hist Prev (20),0,60,45,79
2236,8/24/2021,Hist Prev (4),0,119,30,79
2237,8/24/2021,Individual,0,0,0,551
2238,8/24/2021,PET (20),41,36,40,79
2239,8/24/2021,PET (4),41,86,26,79
2240,8/24/2021,tOPS,0,46,57,79
2241,8/25/2021,Fixed (20),0,17,69,427
2242,8/25/2021,Fixed (4),0,78,28,429
2243,8/25/2021,Hist Prev (20),0,39,38,428
2244,8/25/2021,Hist Prev (4),0,78,28,429
2245,8/25/2021,Individual,0,0,0,741
2246,8/25/2021,PET (20),27,15,37,427
2247,8/25/2021,PET (4),27,58,25,428
2248,8/25/2021,tOPS,0,26,53,427
2249,8/26/2021,Fixed (20),0,17,40,178
2250,8/26/2021,Fixed (4),0,83,8,179
2251,8/26/2021,Hist Prev (20),0,37,18,178
2252,8/26/2021,Hist Prev (4),0,83,8,179
2253,8/26/2021,Individual,0,0,0,511
2254,8/26/2021,PET (20),28,12,40,178
2255,8/26/2021,PET (4),28,62,8,179
2256,8/26/2021,tOPS,0,24,28,178
2257,8/27/2021,Fixed (20),0,25,100,148
2258,8/27/2021,Fixed (4),0,117,56,149
2259,8/27/2021,Hist Prev (20),0,69,61,149
2260,8/27/2021,Hist Prev (4),0,117,56,149
2261,8/27/2021,Individual,0,0,0,614
2262,8/27/2021,PET (20),40,34,62,149
2263,8/27/2021,PET (4),40,91,46,150
2264,8/27/2021,tOPS,0,47,62,149
2265,8/30/2021,Fixed (20),0,20,140,80
2266,8/30/2021,Fixed (4),0,99,36,81
2267,8/30/2021,Hist Prev (20),0,44,72,81
2268,8/30/2021,Hist Prev (4),0,99,36,81
2269,8/30/2021,Individual,0,0,0,477
2270,8/30/2021,PET (20),34,36,54,80
2271,8/30/2021,PET (4),34,73,33,80
2272,8/30/2021,tOPS,0,50,66.5,80
2273,8/31/2021,Fixed (20),0,40,271,130
2274,8/31/2021,Fixed (4),0,199,126,130
2275,8/31/2021,Hist Prev (20),0,120,144,130
2276,8/31/2021,Hist Prev (4),0,209,114,130
2277,8/31/2021,Individual,0,0,0,921
2278,8/31/2021,PET (20),67,69,142,131
2279,8/31/2021,PET (4),67,154,105,131
2280,8/31/2021,tOPS,0,97,171,131
2281,9/1/2021,Fixed (20),0,114,1057,91
2282,9/1/2021,Fixed (4),0,569,264,92
2283,9/1/2021,Hist Prev (20),0,351,477,92
2284,9/1/2021,Hist Prev (4),0,606,253,92
2285,9/1/2021,Individual,0,0,0,2368
2286,9/1/2021,PET (20),191,243,369,91
2287,9/1/2021,PET (4),191,425,248,92
2288,9/1/2021,tOPS,0,326,448,91
2289,9/2/2021,Fixed (20),0,26,288,181
2290,9/2/2021,Fixed (4),0,124,88,181
2291,9/2/2021,Hist Prev (20),0,59,160,181
2292,9/2/2021,Hist Prev (4),0,124,88,181
2293,9/2/2021,Individual,0,0,0,676
2294,9/2/2021,PET (20),42,74,100,182
2295,9/2/2021,PET (4),42,91,83,182
2296,9/2/2021,tOPS,0,87,117,182
2297,9/3/2021,Fixed (20),0,36,193,60
2298,9/3/2021,Fixed (4),0,176,76,61
2299,9/3/2021,Hist Prev (20),0,100,106,61
2300,9/3/2021,Hist Prev (4),0,176,76,61
2301,9/3/2021,Individual,0,0,0,764
2302,9/3/2021,PET (20),60,46,94,61
2303,9/3/2021,PET (4),60,130,61,62
2304,9/3/2021,tOPS,0,78,108,62
2305,9/7/2021,Fixed (20),0,21,140,257
2306,9/7/2021,Fixed (4),0,103,32,258
2307,9/7/2021,Hist Prev (20),0,46,71,257
2308,9/7/2021,Hist Prev (4),0,103,32,258
2309,9/7/2021,Individual,0,0,0,670
2310,9/7/2021,PET (20),35,38,54,257
2311,9/7/2021,PET (4),35,77,30,257
2312,9/7/2021,tOPS,0,52,64,257
2313,9/8/2021,Fixed (20),0,24,217,260
2314,9/8/2021,Fixed (4),0,119,72,261
2315,9/8/2021,Hist Prev (20),0,61,113,261
2316,9/8/2021,Hist Prev (4),0,119,72,261
2317,9/8/2021,Individual,0,0,0,736
2318,9/8/2021,PET (20),40,53,89,260
2319,9/8/2021,PET (4),40,92,64,260
2320,9/8/2021,tOPS,0,72,99,260
2321,9/9/2021,Fixed (20),0,40,178,157
2322,9/9/2021,Fixed (4),0,198,50,157
2323,9/9/2021,Hist Prev (20),0,129,55,157
2324,9/9/2021,Hist Prev (4),0,209,45,157
2325,9/9/2021,Individual,0,0,0,944
2326,9/9/2021,PET (20),67,48,86,157
2327,9/9/2021,PET (4),67,145,45,158
2328,9/9/2021,tOPS,0,74,88,157
